temperature_C,day,ac_count,ac_hours,fridge_count,fridge_hours,tv_count,tv_hours,light_count,light_hours,fan_count,fan_hours,ac_kwh,fridge_kwh,tv_kwh,light_kwh,fan_kwh,total_kwh
37.1,Sunday,0,0.0,1,18.3,0,3.2,2,1.8,1,6.6,0.0,2.74,0.0,0.22,0.33,3.49
29.5,Saturday,0,0.0,1,19.4,1,2.6,2,4.7,2,6.9,0.0,2.91,0.26,0.56,0.69,4.45
30.1,Wednesday,1,6.51,1,18.0,0,3.8,6,10.0,1,7.6,9.2,2.7,0.0,3.6,0.38,15.9
33.5,Monday,0,0.0,1,21.0,1,2.0,5,4.2,2,8.7,0.0,3.15,0.2,1.26,0.87,5.71
31.2,Wednesday,1,4.02,1,18.6,1,1.8,1,1.5,2,4.8,6.31,2.79,0.18,0.09,0.48,9.98
34.8,Thursday,1,1.34,1,20.8,1,2.4,5,6.9,2,5.9,2.78,3.12,0.24,2.07,0.59,8.74
31.4,Tuesday,1,3.09,1,21.4,1,3.5,4,0.2,1,7.9,4.94,3.21,0.35,0.05,0.4,8.71
26.9,Saturday,0,0.0,1,19.2,1,2.6,3,2.0,2,4.1,0.0,2.88,0.26,0.36,0.41,3.86
31.8,Tuesday,1,4.4,1,18.9,2,2.9,2,1.8,1,3.0,7.27,2.83,0.58,0.22,0.15,11.12
24.3,Friday,1,4.02,1,18.8,1,2.5,5,7.9,0,5.1,5.63,2.82,0.25,2.37,0.0,11.17
30.5,Tuesday,0,0.0,1,18.4,1,4.0,2,3.4,1,8.5,0.0,2.76,0.4,0.41,0.43,3.82
29.8,Monday,1,3.21,1,19.4,1,3.5,3,6.4,1,6.3,4.49,2.91,0.35,1.15,0.32,9.12
29.0,Thursday,1,4.12,1,20.1,1,1.5,3,2.6,2,5.1,5.77,3.02,0.15,0.47,0.51,9.48
29.4,Wednesday,1,3.6,1,17.9,1,3.9,2,0.7,2,8.0,5.04,2.68,0.39,0.08,0.8,9.04
20.6,Thursday,1,2.61,1,19.0,1,3.6,4,3.1,1,7.1,3.65,2.85,0.36,0.74,0.36,7.7
27.3,Saturday,0,0.0,1,20.2,2,4.1,1,0.9,3,4.4,0.0,3.03,0.82,0.05,0.66,4.49
30.5,Tuesday,2,4.77,1,20.1,0,2.5,3,2.4,3,5.6,7.01,3.02,0.0,0.43,0.84,11.17
30.8,Saturday,2,1.52,1,16.0,1,2.1,6,7.9,3,4.0,2.3,2.4,0.21,2.84,0.6,8.45
24.9,Wednesday,2,2.01,1,21.0,1,2.9,3,5.4,2,6.3,2.81,3.15,0.29,0.97,0.63,7.91
36.3,Saturday,0,0.0,1,21.9,1,3.2,3,3.2,1,7.3,0.0,3.28,0.32,0.58,0.36,4.43
25.7,Friday,2,3.18,1,19.1,1,4.2,4,6.7,1,1.1,4.45,2.86,0.42,1.61,0.06,9.42
34.8,Thursday,2,6.21,1,17.4,1,3.6,4,7.9,2,4.0,12.86,2.61,0.36,1.9,0.4,18.23
32.1,Wednesday,2,4.26,1,18.9,1,3.1,5,6.6,2,9.4,7.21,2.83,0.31,1.98,0.94,13.32
26.8,Wednesday,0,0.0,1,18.8,1,2.9,2,1.2,2,5.3,0.0,2.82,0.29,0.14,0.53,3.27
38.9,Sunday,1,5.67,1,21.8,1,3.0,6,6.9,3,9.3,15.01,3.27,0.3,2.48,1.4,22.81
24.0,Wednesday,2,3.75,1,18.4,1,2.6,5,10.1,2,3.4,5.25,2.76,0.26,3.03,0.34,11.72
34.6,Sunday,1,4.33,1,19.5,0,3.7,5,8.8,1,4.9,8.85,2.92,0.0,2.64,0.25,14.83
35.0,Monday,1,4.51,1,22.5,1,1.5,2,1.2,1,6.4,9.46,3.38,0.15,0.14,0.32,13.34
26.6,Sunday,2,4.27,1,20.2,1,3.0,1,2.1,0,5.4,5.98,3.03,0.3,0.13,0.0,9.3
37.0,Thursday,1,3.91,1,20.3,1,4.0,4,4.5,2,8.5,9.3,3.04,0.4,1.08,0.85,14.59
28.7,Saturday,1,3.57,1,19.8,1,1.9,6,3.7,2,5.8,5.0,2.97,0.19,1.33,0.58,10.37
31.4,Sunday,1,3.23,1,21.5,1,4.9,4,5.2,2,7.4,5.15,3.22,0.49,1.25,0.74,10.8
31.3,Wednesday,2,2.98,1,20.6,0,1.9,3,1.0,2,3.8,4.71,3.09,0.0,0.18,0.38,8.35
29.3,Thursday,0,0.0,1,22.8,1,2.5,2,3.5,3,6.5,0.0,3.42,0.25,0.42,0.98,5.35
34.1,Sunday,1,3.47,1,22.9,1,4.0,5,10.5,2,5.4,6.85,3.43,0.4,3.15,0.54,14.32
34.0,Sunday,1,5.6,1,20.5,1,4.5,5,3.3,2,4.0,10.98,3.08,0.45,0.99,0.4,15.9
21.3,Wednesday,1,3.16,1,19.9,1,3.4,2,2.4,1,6.9,4.42,2.98,0.34,0.29,0.34,8.17
36.5,Friday,1,5.31,1,20.2,1,3.3,1,1.9,3,8.7,12.26,3.03,0.33,0.11,1.3,17.32
21.7,Friday,2,3.49,1,19.2,1,4.8,4,1.8,2,4.8,4.89,2.88,0.48,0.43,0.48,9.05
35.2,Sunday,2,2.53,1,20.2,1,1.6,4,2.1,1,6.8,5.38,3.03,0.16,0.5,0.34,9.38
35.6,Friday,0,0.0,1,17.8,1,1.3,5,5.9,1,5.6,0.0,2.67,0.13,1.77,0.28,4.35
24.5,Tuesday,1,4.28,1,18.9,0,1.1,5,5.7,3,6.2,5.99,2.83,0.0,1.71,0.93,11.43
27.9,Wednesday,0,0.0,1,21.2,1,2.1,4,5.5,0,7.7,0.0,3.18,0.21,1.32,0.0,4.7
24.5,Tuesday,1,5.88,1,20.8,1,2.3,2,2.5,2,8.9,8.23,3.12,0.23,0.3,0.89,12.71
28.9,Thursday,1,4.9,1,19.8,1,3.4,5,2.2,1,8.5,6.86,2.97,0.34,0.66,0.43,11.0
28.5,Tuesday,2,4.87,1,20.6,1,4.0,6,1.5,2,4.5,6.82,3.09,0.4,0.54,0.45,11.38
33.9,Thursday,2,5.51,1,22.3,1,3.9,6,2.7,2,3.3,10.72,3.34,0.39,0.97,0.33,15.46
36.6,Sunday,0,0.0,1,19.4,1,3.9,6,10.0,1,2.0,0.0,2.91,0.39,3.6,0.1,6.75
37.0,Thursday,0,0.0,1,17.8,0,2.0,3,5.9,2,7.3,0.0,2.67,0.0,1.06,0.73,4.42
27.2,Thursday,1,6.18,1,20.9,1,3.4,5,6.4,3,4.9,8.65,3.14,0.34,1.92,0.74,14.97
29.0,Saturday,1,4.85,1,20.8,2,2.3,6,10.8,2,8.1,6.79,3.12,0.46,3.89,0.81,15.06
21.6,Tuesday,1,3.26,1,21.1,1,3.6,5,4.6,3,3.9,4.56,3.16,0.36,1.38,0.58,10.08
26.0,Saturday,2,2.77,1,18.2,2,3.0,3,3.3,2,6.9,3.88,2.73,0.6,0.59,0.69,8.39
34.8,Sunday,2,3.17,1,17.7,1,3.9,6,11.7,1,2.5,6.57,2.66,0.39,4.21,0.12,13.85
38.1,Wednesday,1,3.21,1,20.4,1,5.4,4,6.6,2,7.0,8.13,3.06,0.54,1.58,0.7,14.14
23.8,Tuesday,2,3.3,1,20.3,1,3.0,2,2.9,2,6.8,4.62,3.04,0.3,0.35,0.68,9.17
27.0,Wednesday,1,2.87,1,19.5,1,1.9,2,2.5,1,3.8,4.02,2.92,0.19,0.3,0.19,7.79
29.9,Wednesday,1,3.99,1,22.2,0,1.4,4,2.2,1,6.4,5.59,3.33,0.0,0.53,0.32,9.86
31.4,Thursday,1,4.49,1,20.0,1,2.1,4,5.6,0,10.1,7.17,3.0,0.21,1.34,0.0,11.77
26.0,Tuesday,0,0.0,1,21.8,1,4.1,2,3.1,2,7.4,0.0,3.27,0.41,0.37,0.74,4.57
32.1,Wednesday,2,3.5,1,21.3,1,3.5,5,14.0,2,11.9,5.93,3.2,0.35,4.2,1.19,14.78
27.6,Friday,1,3.39,1,18.4,1,3.2,5,6.4,0,6.3,4.75,2.76,0.32,1.92,0.0,9.64
29.9,Wednesday,1,3.52,1,18.7,1,3.4,5,5.4,2,7.2,4.93,2.8,0.34,1.62,0.72,10.42
32.7,Friday,1,4.4,1,18.1,1,3.7,3,4.6,3,5.0,7.82,2.72,0.37,0.83,0.75,12.61
30.0,Tuesday,0,0.0,1,20.6,1,1.4,5,11.5,1,6.5,0.0,3.09,0.14,3.45,0.32,6.95
27.8,Sunday,0,0.0,1,20.1,1,4.0,1,1.6,2,4.0,0.0,3.02,0.4,0.1,0.4,3.55
29.5,Saturday,1,3.43,1,22.0,1,3.4,3,3.6,3,7.8,4.8,3.3,0.34,0.65,1.17,10.45
29.6,Tuesday,1,4.11,1,20.9,2,1.6,3,2.4,3,4.4,5.75,3.14,0.32,0.43,0.66,10.17
28.1,Saturday,1,5.45,1,18.1,0,3.3,5,3.9,1,9.3,7.63,2.72,0.0,1.17,0.47,11.86
28.7,Saturday,1,2.58,1,19.3,1,1.7,3,5.6,1,3.3,3.61,2.9,0.17,1.01,0.16,7.95
38.0,Tuesday,1,6.16,1,16.8,1,3.5,1,1.1,1,5.4,15.52,2.52,0.35,0.07,0.27,18.65
32.8,Wednesday,1,2.59,1,20.4,1,3.1,3,8.0,2,5.5,4.65,3.06,0.31,1.44,0.55,10.01
28.5,Monday,1,4.41,1,24.0,1,2.0,4,5.6,2,3.8,6.17,3.6,0.2,1.34,0.38,11.74
33.5,Wednesday,2,5.61,1,20.2,1,3.4,6,10.0,2,6.5,10.6,3.03,0.34,3.6,0.65,18.24
28.3,Wednesday,1,2.69,1,20.3,0,3.8,6,5.8,1,4.9,3.77,3.04,0.0,2.09,0.25,9.11
35.9,Sunday,1,5.04,1,20.0,1,2.4,2,1.6,1,8.8,11.23,3.0,0.24,0.19,0.44,15.12
31.8,Thursday,0,0.0,1,20.5,1,3.8,2,3.7,2,4.4,0.0,3.08,0.38,0.44,0.44,4.69
29.5,Thursday,1,5.33,1,19.8,2,2.7,2,4.3,2,6.8,7.46,2.97,0.54,0.52,0.68,12.36
32.2,Wednesday,0,0.0,1,20.9,1,3.9,5,3.4,2,5.8,0.0,3.14,0.39,1.02,0.58,5.27
22.1,Friday,1,2.74,1,18.8,1,2.9,1,0.8,2,5.6,3.84,2.82,0.29,0.05,0.56,7.63
24.4,Sunday,1,3.83,1,18.9,1,4.2,2,1.8,1,6.2,5.36,2.83,0.42,0.22,0.31,9.39
24.0,Saturday,1,4.33,1,18.1,1,2.1,4,7.1,1,7.4,6.06,2.72,0.21,1.7,0.37,11.21
30.7,Thursday,1,4.31,1,20.0,1,2.1,3,4.7,1,2.2,6.45,3.0,0.21,0.85,0.11,10.83
38.7,Wednesday,1,5.46,1,18.3,1,2.2,2,2.5,1,6.1,14.29,2.74,0.22,0.3,0.3,18.06
41.2,Sunday,1,4.36,1,22.2,0,3.1,3,2.4,1,4.3,12.93,3.33,0.0,0.43,0.22,17.03
33.2,Monday,0,0.0,1,19.4,2,2.8,3,7.2,1,4.5,0.0,2.91,0.56,1.3,0.22,5.08
32.5,Friday,1,5.96,1,17.0,1,3.3,4,7.9,0,6.5,10.42,2.55,0.33,1.9,0.0,15.17
21.0,Tuesday,0,0.0,1,18.3,1,1.8,6,0.0,1,8.2,0.0,2.74,0.18,0.0,0.41,3.63
27.3,Wednesday,1,3.46,1,20.2,1,2.3,2,3.8,2,9.1,4.84,3.03,0.23,0.46,0.91,9.47
26.1,Sunday,1,2.26,1,21.0,1,4.3,3,3.4,1,4.8,3.16,3.15,0.43,0.61,0.24,7.44
26.9,Wednesday,1,5.11,1,20.5,1,3.4,6,5.6,2,0.3,7.15,3.08,0.34,2.02,0.03,12.69
29.2,Saturday,1,5.39,1,18.8,1,3.6,6,11.1,2,6.1,7.55,2.82,0.36,4.0,0.61,15.32
27.6,Friday,2,3.75,1,19.1,1,2.7,3,4.7,2,2.4,5.25,2.86,0.27,0.85,0.24,9.33
20.1,Thursday,0,0.0,1,19.0,1,3.3,5,7.0,3,6.9,0.0,2.85,0.33,2.1,1.04,6.19
33.7,Thursday,1,4.17,1,20.8,1,2.5,2,1.5,0,4.2,8.0,3.12,0.25,0.18,0.0,11.57
24.6,Thursday,1,3.53,1,20.2,1,1.1,5,10.0,2,6.7,4.94,3.03,0.11,3.0,0.67,11.77
31.2,Tuesday,0,0.0,1,19.3,1,4.0,6,3.1,3,4.3,0.0,2.9,0.4,1.12,0.64,4.86
40.4,Sunday,1,3.57,1,19.0,1,3.2,4,7.4,3,3.7,10.2,2.85,0.32,1.78,0.56,15.66
25.4,Friday,1,3.24,1,19.2,1,2.3,4,5.6,1,3.7,4.54,2.88,0.23,1.34,0.19,9.33
17.3,Friday,1,3.0,1,20.0,1,3.0,2,2.6,1,6.8,4.2,3.0,0.3,0.31,0.34,7.77
28.6,Thursday,1,4.31,1,22.0,1,2.5,4,3.9,1,3.4,6.03,3.3,0.25,0.94,0.17,10.65
35.5,Thursday,1,5.6,1,20.3,1,4.5,4,5.8,2,7.1,12.15,3.04,0.45,1.39,0.71,17.74
39.8,Saturday,1,5.33,1,19.5,1,3.7,5,2.1,2,9.6,14.77,2.92,0.37,0.63,0.96,19.75
23.9,Monday,1,5.28,1,19.4,1,1.9,1,2.2,1,9.3,7.39,2.91,0.19,0.13,0.47,11.06
32.5,Monday,1,3.28,1,22.6,1,1.7,4,4.3,2,2.8,5.74,3.39,0.17,1.03,0.28,10.55
27.7,Wednesday,1,5.43,1,21.2,1,3.3,4,3.5,2,3.3,7.6,3.18,0.33,0.84,0.33,12.37
29.5,Wednesday,0,0.0,1,21.5,1,3.1,3,3.6,2,7.0,0.0,3.22,0.31,0.65,0.7,4.87
43.2,Friday,0,0.0,1,21.1,1,3.5,3,3.3,3,3.9,0.0,3.16,0.35,0.59,0.58,4.95
22.5,Friday,1,3.9,1,19.9,1,2.9,3,6.5,2,7.2,5.46,2.98,0.29,1.17,0.72,10.71
31.3,Tuesday,2,5.52,1,21.8,1,2.4,5,0.9,1,2.6,8.73,3.27,0.24,0.27,0.13,12.76
32.3,Tuesday,1,3.92,1,17.8,1,3.5,4,5.1,2,5.9,6.75,2.67,0.35,1.22,0.59,11.59
35.4,Monday,0,0.0,1,22.3,1,3.6,5,11.9,1,7.9,0.0,3.34,0.36,3.57,0.4,7.95
30.5,Wednesday,2,3.87,1,21.1,1,4.3,3,4.1,2,2.9,5.69,3.16,0.43,0.74,0.29,10.23
31.5,Monday,1,1.82,1,20.7,1,3.7,6,8.8,3,5.8,2.93,3.1,0.37,3.17,0.87,10.27
28.0,Monday,1,3.96,1,18.9,1,2.2,5,6.6,3,5.7,5.54,2.83,0.22,1.98,0.86,11.42
31.3,Wednesday,2,2.94,1,21.4,1,3.3,3,2.7,2,7.2,4.66,3.21,0.33,0.49,0.72,9.37
28.3,Sunday,1,5.3,1,21.7,1,2.7,2,3.4,1,4.7,7.42,3.26,0.27,0.41,0.24,11.58
33.1,Tuesday,1,5.82,1,18.9,1,2.1,3,3.6,1,3.1,10.68,2.83,0.21,0.65,0.16,14.83
28.2,Saturday,1,3.18,1,19.0,1,1.2,6,8.6,2,1.0,4.45,2.85,0.12,3.1,0.1,10.5
31.9,Saturday,1,3.25,1,18.4,1,5.2,3,5.1,1,8.7,5.41,2.76,0.52,0.92,0.44,10.04
29.9,Saturday,1,3.5,1,20.8,1,2.4,3,4.9,2,7.7,4.9,3.12,0.24,0.88,0.77,9.67
35.6,Wednesday,1,5.22,1,19.9,1,2.9,2,2.8,0,6.0,11.4,2.98,0.29,0.34,0.0,15.29
29.7,Thursday,2,4.69,1,23.2,1,3.2,5,9.7,1,5.9,6.57,3.48,0.32,2.91,0.3,13.23
21.1,Thursday,2,6.39,1,17.7,1,3.1,3,6.0,1,6.9,8.95,2.66,0.31,1.08,0.34,13.36
36.3,Thursday,2,4.3,1,18.7,1,0.5,3,5.6,3,7.9,9.81,2.8,0.05,1.01,1.18,14.65
25.5,Friday,2,3.89,1,20.0,1,2.8,4,8.1,2,2.0,5.45,3.0,0.28,1.94,0.2,10.66
26.7,Tuesday,2,5.78,1,21.0,1,4.8,4,8.9,1,2.4,8.09,3.15,0.48,2.14,0.12,13.85
27.0,Tuesday,0,0.0,1,20.9,1,2.8,4,2.1,1,2.1,0.0,3.14,0.28,0.5,0.11,3.86
36.9,Sunday,1,3.43,1,20.1,1,4.6,4,12.7,2,5.3,8.11,3.02,0.46,3.05,0.53,15.21
19.3,Sunday,1,3.59,1,20.5,1,3.0,5,7.2,1,6.4,5.03,3.08,0.3,2.16,0.32,10.7
45.0,Friday,2,6.3,1,20.2,0,2.6,5,5.9,2,8.0,22.05,3.03,0.0,1.77,0.8,27.81
35.3,Monday,1,4.19,1,21.6,0,3.1,5,7.2,2,0.2,8.98,3.24,0.0,2.16,0.02,14.6
31.1,Sunday,1,5.09,1,19.2,1,3.0,2,0.7,2,3.3,7.91,2.88,0.3,0.08,0.33,11.75
29.7,Saturday,0,0.0,1,19.3,0,3.0,5,7.4,2,6.3,0.0,2.9,0.0,2.22,0.63,5.52
31.4,Thursday,1,3.78,1,21.0,1,2.4,2,1.6,2,6.5,6.03,3.15,0.24,0.19,0.65,10.14
32.6,Saturday,1,6.06,1,22.4,1,1.6,2,2.8,3,5.6,10.68,3.36,0.16,0.34,0.84,15.31
33.2,Thursday,0,0.0,1,19.0,0,3.6,6,8.6,3,3.7,0.0,2.85,0.0,3.1,0.56,6.43
32.8,Saturday,1,4.86,1,20.4,1,3.1,5,4.7,2,4.6,8.7,3.06,0.31,1.41,0.46,14.06
30.4,Monday,1,3.56,1,19.4,1,4.7,4,0.5,1,5.7,5.18,2.91,0.47,0.12,0.29,9.02
29.0,Saturday,1,2.35,1,20.8,1,3.0,6,9.1,2,2.6,3.29,3.12,0.3,3.28,0.26,10.11
29.2,Saturday,1,4.46,1,17.5,1,1.5,6,8.0,1,4.3,6.24,2.62,0.15,2.88,0.22,12.07
29.0,Wednesday,1,6.05,1,19.5,1,3.3,4,5.8,2,3.2,8.47,2.92,0.33,1.39,0.32,13.43
35.7,Saturday,1,4.55,1,19.1,1,3.1,4,4.2,2,7.0,10.0,2.86,0.31,1.01,0.7,14.85
33.0,Wednesday,0,0.0,1,19.5,1,2.6,5,4.5,1,4.2,0.0,2.92,0.26,1.35,0.21,4.63
15.3,Tuesday,2,3.15,1,16.2,1,3.6,3,3.6,1,3.4,4.41,2.43,0.36,0.65,0.17,7.85
33.3,Friday,1,3.52,1,23.0,1,3.5,2,2.9,2,5.0,6.56,3.45,0.35,0.35,0.5,11.32
31.0,Saturday,1,5.36,1,16.3,1,1.8,5,8.9,3,7.5,8.25,2.44,0.18,2.67,1.12,14.48
29.9,Tuesday,1,3.91,1,20.7,1,2.5,3,2.4,2,6.0,5.47,3.1,0.25,0.43,0.6,9.96
28.1,Sunday,1,2.23,1,18.1,1,4.1,2,3.7,2,8.2,3.12,2.72,0.41,0.44,0.82,7.55
35.6,Sunday,2,5.19,1,18.1,0,2.0,3,5.3,1,7.9,11.34,2.72,0.0,0.95,0.4,15.28
34.7,Wednesday,1,4.77,1,20.2,1,2.8,3,5.0,2,4.5,9.82,3.03,0.28,0.9,0.45,14.56
26.1,Saturday,1,3.56,1,21.0,0,3.2,6,15.3,2,6.3,4.98,3.15,0.0,5.51,0.63,14.16
32.0,Saturday,0,0.0,1,18.4,1,1.8,5,0.8,2,8.2,0.0,2.76,0.18,0.24,0.82,4.08
25.1,Monday,2,5.45,1,18.3,1,2.9,4,10.5,1,5.0,7.63,2.74,0.29,2.52,0.25,13.31
23.1,Tuesday,1,3.2,1,18.1,1,2.9,6,5.4,2,6.5,4.48,2.72,0.29,1.94,0.65,10.1
26.9,Thursday,1,4.79,1,20.3,1,2.7,6,9.0,1,4.2,6.71,3.04,0.27,3.24,0.21,13.46
34.3,Thursday,1,3.98,1,18.4,1,1.5,4,5.5,1,5.5,7.97,2.76,0.15,1.32,0.28,12.39
34.8,Monday,2,5.32,1,21.9,1,3.0,6,2.6,3,5.5,11.03,3.28,0.3,0.94,0.82,16.32
32.6,Wednesday,1,4.43,1,18.3,1,2.4,4,6.7,1,7.3,7.81,2.74,0.24,1.61,0.36,12.66
33.6,Thursday,1,4.48,1,20.8,1,4.1,3,5.7,1,5.2,8.53,3.12,0.41,1.03,0.26,13.53
32.6,Thursday,1,3.47,1,22.3,1,3.4,3,4.8,2,6.4,6.12,3.34,0.34,0.86,0.64,11.19
26.8,Sunday,1,4.42,1,20.1,2,2.2,5,1.7,3,6.8,6.19,3.02,0.44,0.51,1.02,11.17
32.2,Sunday,1,5.86,1,17.3,1,2.6,4,2.0,2,4.4,10.0,2.6,0.26,0.48,0.44,13.47
34.0,Friday,1,3.32,1,20.6,2,3.1,5,4.3,2,5.2,6.51,3.09,0.62,1.29,0.52,11.93
33.8,Tuesday,1,3.54,1,19.6,0,2.6,5,10.9,3,6.9,6.84,2.94,0.0,3.27,1.04,14.19
35.9,Wednesday,2,8.04,1,19.9,1,1.5,1,1.4,1,9.7,17.9,2.98,0.15,0.08,0.48,21.66
33.5,Saturday,1,3.33,1,22.4,1,3.3,2,0.0,1,3.5,6.29,3.36,0.33,0.0,0.18,10.23
31.8,Tuesday,1,3.71,1,20.1,0,3.5,4,10.8,1,7.1,6.12,3.02,0.0,2.59,0.36,12.09
35.4,Wednesday,1,6.18,1,20.8,1,3.7,2,4.7,2,8.4,13.32,3.12,0.37,0.56,0.84,18.25
29.9,Thursday,1,5.62,1,19.0,1,3.9,4,2.4,0,6.2,7.87,2.85,0.39,0.58,0.0,11.91
25.6,Friday,2,1.5,1,19.6,1,2.2,4,4.2,1,4.2,2.1,2.94,0.22,1.01,0.21,6.34
29.2,Tuesday,1,4.88,1,21.7,1,3.8,4,4.6,2,5.9,6.83,3.26,0.38,1.1,0.59,12.34
26.3,Thursday,0,0.0,1,20.2,1,1.9,3,5.0,2,4.1,0.0,3.03,0.19,0.9,0.41,4.4
26.6,Wednesday,2,3.74,1,20.4,1,3.4,4,5.9,2,5.0,5.24,3.06,0.34,1.42,0.5,10.61
29.3,Tuesday,1,5.3,1,21.5,1,2.3,5,4.4,2,6.8,7.42,3.22,0.23,1.32,0.68,12.74
26.0,Saturday,2,3.51,1,22.4,1,3.4,6,13.2,1,5.9,4.91,3.36,0.34,4.75,0.3,13.79
28.5,Tuesday,1,3.52,1,18.3,1,1.5,5,12.5,2,6.4,4.93,2.74,0.15,3.75,0.64,12.02
20.5,Thursday,2,3.13,1,19.3,1,3.5,4,5.2,2,3.7,4.38,2.9,0.35,1.25,0.37,9.1
31.1,Tuesday,0,0.0,1,22.2,1,2.2,2,1.9,3,4.8,0.0,3.33,0.22,0.23,0.72,4.48
30.0,Saturday,1,4.52,1,23.0,1,3.5,5,12.0,1,7.2,6.33,3.45,0.35,3.6,0.36,13.97
25.9,Friday,2,5.1,1,19.6,1,3.4,6,0.0,3,2.7,7.14,2.94,0.34,0.0,0.4,10.71
33.3,Friday,1,4.9,1,20.4,1,3.4,3,2.2,2,3.3,9.12,3.06,0.34,0.4,0.33,13.23
34.7,Thursday,0,0.0,1,20.5,1,3.0,3,6.0,0,5.4,0.0,3.08,0.3,1.08,0.0,4.27
22.0,Wednesday,1,4.0,1,20.4,1,1.8,2,4.5,2,5.0,5.6,3.06,0.18,0.54,0.5,9.9
26.2,Thursday,2,4.61,1,20.4,1,4.5,5,5.6,0,7.5,6.45,3.06,0.45,1.68,0.0,11.7
26.2,Friday,0,0.0,1,22.0,1,2.9,4,11.4,3,1.2,0.0,3.3,0.29,2.74,0.18,6.27
25.3,Monday,2,3.15,1,17.3,1,2.9,2,0.0,3,5.8,4.41,2.6,0.29,0.0,0.87,8.21
34.1,Monday,1,4.96,1,19.0,1,4.4,6,12.4,1,8.7,9.79,2.85,0.44,4.46,0.44,18.01
29.0,Tuesday,1,1.92,1,21.0,1,2.1,4,5.6,1,6.7,2.69,3.15,0.21,1.34,0.34,7.8
28.7,Saturday,2,5.61,1,19.3,1,3.0,3,3.0,1,2.9,7.85,2.9,0.3,0.54,0.14,11.75
20.0,Sunday,1,4.65,1,20.4,2,3.2,3,5.8,1,10.9,6.51,3.06,0.64,1.04,0.55,11.85
33.2,Sunday,0,0.0,1,21.6,1,2.8,3,3.2,1,4.9,0.0,3.24,0.28,0.58,0.25,4.4
23.8,Sunday,1,4.81,1,22.4,1,3.3,4,2.4,1,1.1,6.73,3.36,0.33,0.58,0.06,11.1
30.3,Tuesday,1,4.11,1,20.4,2,2.4,3,4.2,2,7.6,5.92,3.06,0.48,0.76,0.76,11.04
31.4,Monday,1,3.47,1,22.2,1,2.9,4,5.2,1,4.4,5.54,3.33,0.29,1.25,0.22,10.86
36.8,Friday,2,3.23,1,20.2,2,3.1,5,4.1,2,9.7,7.59,3.03,0.62,1.23,0.97,13.64
23.5,Tuesday,1,4.56,1,19.5,1,4.4,5,4.8,2,7.4,6.38,2.92,0.44,1.44,0.74,11.9
15.0,Sunday,1,2.4,1,17.7,1,4.7,3,3.2,2,10.3,3.36,2.66,0.47,0.58,1.03,8.01
30.9,Sunday,1,3.84,1,18.5,1,3.2,4,1.0,3,3.9,5.86,2.78,0.32,0.24,0.58,9.97
39.0,Thursday,0,0.0,1,20.0,1,4.2,5,1.0,1,8.6,0.0,3.0,0.42,0.3,0.43,4.49
36.2,Sunday,0,0.0,1,20.0,0,2.3,2,3.9,0,4.4,0.0,3.0,0.0,0.47,0.0,3.47
31.0,Saturday,2,4.52,1,20.3,1,5.3,2,0.8,2,6.7,6.96,3.04,0.53,0.1,0.67,11.37
27.5,Sunday,0,0.0,1,22.8,1,2.8,4,5.3,2,6.3,0.0,3.42,0.28,1.27,0.63,5.55
34.0,Thursday,1,4.22,1,21.1,1,3.0,4,0.3,2,8.8,8.27,3.16,0.3,0.07,0.88,12.76
25.1,Sunday,1,4.54,1,21.2,1,3.5,3,7.0,3,7.6,6.36,3.18,0.35,1.26,1.14,11.99
32.4,Saturday,1,3.88,1,22.7,1,3.9,5,5.8,3,5.1,6.73,3.4,0.39,1.74,0.76,12.94
32.5,Friday,2,3.42,1,19.5,2,2.8,4,8.3,2,8.2,5.99,2.92,0.56,1.99,0.82,12.39
35.3,Tuesday,1,5.68,1,19.2,1,1.0,6,16.0,2,5.8,12.16,2.88,0.1,5.76,0.58,21.35
43.8,Saturday,0,0.0,1,21.8,1,3.7,2,0.9,1,7.4,0.0,3.27,0.37,0.11,0.37,4.2
32.0,Thursday,1,4.52,1,20.7,1,2.1,5,4.4,1,6.6,7.6,3.1,0.21,1.32,0.33,12.64
27.5,Tuesday,1,3.75,1,19.9,1,3.8,2,3.8,2,5.6,5.25,2.98,0.38,0.46,0.56,9.72
29.9,Tuesday,1,4.15,1,19.9,1,3.8,4,3.6,2,3.4,5.81,2.98,0.38,0.86,0.34,10.29
21.2,Thursday,1,4.78,1,19.7,1,3.2,4,6.1,2,6.4,6.69,2.95,0.32,1.46,0.64,12.17
26.5,Monday,2,4.43,1,19.8,1,3.9,3,4.2,1,4.6,6.2,2.97,0.39,0.76,0.23,10.83
28.0,Sunday,2,2.78,1,20.0,1,2.5,5,0.0,2,3.5,3.89,3.0,0.25,0.0,0.35,7.42
27.4,Saturday,1,3.58,1,19.6,1,4.4,1,2.0,1,7.7,5.01,2.94,0.44,0.12,0.38,8.79
30.8,Thursday,1,3.79,1,20.8,1,3.2,4,5.0,2,4.7,5.73,3.12,0.32,1.2,0.47,10.81
25.9,Friday,1,4.04,1,21.1,1,2.8,3,1.6,1,2.4,5.66,3.16,0.28,0.29,0.12,9.55
35.6,Wednesday,2,5.65,1,19.2,1,4.1,5,11.8,1,6.0,12.34,2.88,0.41,3.54,0.3,19.32
30.0,Thursday,2,4.19,1,21.4,1,2.3,1,0.9,1,5.7,5.87,3.21,0.23,0.05,0.29,9.58
